,filter_interaction,example_no,motif1,motif1_qval,motif2,motif2_qval,mean_distance,mean_distance_bg,num_obs,num_obs_bg,pval,adjusted_pval,TF1,TF2,TF_Interaction,TF1_Family,TF2_Family,Family_Interaction
77,filter2$\longleftrightarrow$filter21,415,TCP_tnt.TCP1_col_a_m1,0.0272925,bZIP_tnt.TGA2_col_m1,0.006252399999999999,72.0,474.0,980.0,1124.0,4.7192604771207556e-86,2.0305321403876524e-85,TCP1,TGA2,TCP1$\longleftrightarrow$TGA2,TCP,bZIP,TCP$\longleftrightarrow$bZIP
78,filter2$\longleftrightarrow$filter22,416,TCP_tnt.TCP1_col_a_m1,0.0272925,MYB_tnt.MYB39_colamp_a_m1,0.0160901,78.0,84.0,1128.0,1667.0,2.176305151378222e-74,6.663267939917205e-74,TCP1,MYB39,TCP1$\longleftrightarrow$MYB39,TCP,MYB,MYB$\longleftrightarrow$TCP
79,filter2$\longleftrightarrow$filter25,419,TCP_tnt.TCP1_col_a_m1,0.0272925,MYB_tnt.MYB51_col_a_m1,1.39345e-06,84.0,84.0,752.0,634.0,9.815960349526219e-60,2.0313519474716307e-59,TCP1,MYB51,MYB51$\longleftrightarrow$TCP1,TCP,MYB,MYB$\longleftrightarrow$TCP
80,filter2$\longleftrightarrow$filter36,430,TCP_tnt.TCP1_col_a_m1,0.0272925,C2C2dof_tnt.OBP1_col_a_m1,0.000408049,36.0,84.0,1007.0,1232.0,7.541126178458377e-104,5.612221853544567e-103,TCP1,OBP1,TCP1$\longleftrightarrow$OBP1,TCP,C2C2dof,TCP$\longleftrightarrow$C2C2dof
81,filter2$\longleftrightarrow$filter37,431,TCP_tnt.TCP1_col_a_m1,0.0272925,TCP_tnt.TCP20_col_a_m1,0.0390168,6.0,48.0,754.0,924.0,1.1925958244626712e-77,4.000152334297353e-77,TCP1,TCP20,TCP1$\longleftrightarrow$TCP20,TCP,TCP,TCP$\longleftrightarrow$TCP
82,filter2$\longleftrightarrow$filter39,433,TCP_tnt.TCP1_col_a_m1,0.0272925,C2C2dof_tnt.OBP1_col_a_m1,0.0170213,12.0,66.0,907.0,1220.0,4.331534314680976e-73,1.2832639508655862e-72,TCP1,OBP1,TCP1$\longleftrightarrow$OBP1,TCP,C2C2dof,TCP$\longleftrightarrow$C2C2dof
83,filter2$\longleftrightarrow$filter40,434,TCP_tnt.TCP1_col_a_m1,0.0272925,BZR_tnt.BZR1_col_a_m1,0.0264899,18.0,126.0,463.0,346.0,3.5981802588444216e-26,3.9535560868784386e-26,TCP1,BZR1,TCP1$\longleftrightarrow$BZR1,TCP,BZR,TCP$\longleftrightarrow$BZR
84,filter2$\longleftrightarrow$filter42,436,TCP_tnt.TCP1_col_a_m1,0.0272925,C2H2_tnt.At5g22890_col_a_m1,0.0437396,36.0,48.0,489.0,664.0,4.448765323417206e-50,7.299817731087657e-50,TCP1,At5g22890,TCP1$\longleftrightarrow$At5g22890,TCP,C2H2,TCP$\longleftrightarrow$C2H2
85,filter2$\longleftrightarrow$filter44,438,TCP_tnt.TCP1_col_a_m1,0.0272925,G2like_tnt.AT2G40260_colamp_a_m1,0.00290962,228.0,462.0,369.0,602.0,1.7437461395332674e-46,2.6435932023212317e-46,TCP1,AT2G40260,TCP1$\longleftrightarrow$AT2G40260,TCP,G2like,TCP$\longleftrightarrow$G2like
86,filter2$\longleftrightarrow$filter56,450,TCP_tnt.TCP1_col_a_m1,0.0272925,WRKY_tnt.WRKY31_col_a_m1,0.00266194,12.0,180.0,370.0,411.0,1.3455806949259993e-36,1.6973571060934317e-36,TCP1,WRKY31,TCP1$\longleftrightarrow$WRKY31,TCP,WRKY,TCP$\longleftrightarrow$WRKY
87,filter2$\longleftrightarrow$filter62,456,TCP_tnt.TCP1_col_a_m1,0.0272925,Trihelix_tnt.AT1G76880_col_a_m1,0.00509108,216.0,102.0,1033.0,1143.0,6.307720561771269e-85,2.627003877553073e-84,TCP1,AT1G76880,TCP1$\longleftrightarrow$AT1G76880,TCP,Trihelix,TCP$\longleftrightarrow$Trihelix
88,filter2$\longleftrightarrow$filter63,457,TCP_tnt.TCP1_col_a_m1,0.0272925,MYB_tnt.MYB51_col_a_m1,0.00977119,402.0,120.0,361.0,512.0,5.885136538434915e-48,9.203449774993777e-48,TCP1,MYB51,MYB51$\longleftrightarrow$TCP1,TCP,MYB,MYB$\longleftrightarrow$TCP
89,filter2$\longleftrightarrow$filter74,468,TCP_tnt.TCP1_col_a_m1,0.0272925,MYB_tnt.MYB39_colamp_a_m1,0.000219562,66.0,204.0,919.0,1295.0,5.141399449785034e-64,1.1898013259217585e-63,TCP1,MYB39,TCP1$\longleftrightarrow$MYB39,TCP,MYB,MYB$\longleftrightarrow$TCP
90,filter2$\longleftrightarrow$filter76,470,TCP_tnt.TCP1_col_a_m1,0.0272925,REM_tnt.REM19_colamp_a_m1,0.019425099999999997,96.0,102.0,834.0,1352.0,5.581813291828053e-52,9.581252564598906e-52,TCP1,REM19,TCP1$\longleftrightarrow$REM19,TCP,REM,TCP$\longleftrightarrow$REM
91,filter2$\longleftrightarrow$filter77,471,TCP_tnt.TCP1_col_a_m1,0.0272925,C2C2dof_tnt.AT5G02460_colamp_a_m1,0.011696,72.0,366.0,952.0,1465.0,2.976823785939993e-62,6.5907051072592035e-62,TCP1,AT5G02460,TCP1$\longleftrightarrow$AT5G02460,TCP,C2C2dof,TCP$\longleftrightarrow$C2C2dof
92,filter2$\longleftrightarrow$filter79,473,TCP_tnt.TCP1_col_a_m1,0.0272925,WRKY_tnt.WRKY31_col_a_m1,0.011571399999999999,216.0,366.0,566.0,1013.0,1.2441492875985325e-37,1.5932271452700631e-37,TCP1,WRKY31,TCP1$\longleftrightarrow$WRKY31,TCP,WRKY,TCP$\longleftrightarrow$WRKY
93,filter2$\longleftrightarrow$filter80,474,TCP_tnt.TCP1_col_a_m1,0.0272925,G2like_tnt.AT2G40260_colamp_a_m1,0.00308251,6.0,444.0,421.0,550.0,3.197333247297348e-54,5.781540247061193e-54,TCP1,AT2G40260,TCP1$\longleftrightarrow$AT2G40260,TCP,G2like,TCP$\longleftrightarrow$G2like
94,filter2$\longleftrightarrow$filter81,475,TCP_tnt.TCP1_col_a_m1,0.0272925,MYB_tnt.MYB67_col_a_m1,0.00354035,42.0,132.0,1069.0,1412.0,1.3221756441771437e-104,1.0106088423786944e-103,TCP1,MYB67,TCP1$\longleftrightarrow$MYB67,TCP,MYB,MYB$\longleftrightarrow$TCP
95,filter2$\longleftrightarrow$filter82,476,TCP_tnt.TCP1_col_a_m1,0.0272925,WRKY_tnt.WRKY7_colamp_a_m1,0.026701599999999995,18.0,66.0,929.0,1425.0,2.3863561904868695e-72,6.919953657484131e-72,TCP1,WRKY7,TCP1$\longleftrightarrow$WRKY7,TCP,WRKY,TCP$\longleftrightarrow$WRKY
96,filter2$\longleftrightarrow$filter85,479,TCP_tnt.TCP1_col_a_m1,0.0272925,Trihelix_tnt.AT1G76880_col_a_m1,0.016598500000000002,6.0,6.0,132.0,235.0,9.99824010920828e-16,1.0202381967885377e-15,TCP1,AT1G76880,TCP1$\longleftrightarrow$AT1G76880,TCP,Trihelix,TCP$\longleftrightarrow$Trihelix
97,filter2$\longleftrightarrow$filter87,481,TCP_tnt.TCP1_col_a_m1,0.0272925,WRKY_tnt.WRKY7_colamp_a_m1,0.0009269339999999999,246.0,294.0,896.0,1179.0,9.154489422001594e-88,4.147609328782729e-87,TCP1,WRKY7,TCP1$\longleftrightarrow$WRKY7,TCP,WRKY,TCP$\longleftrightarrow$WRKY
98,filter2$\longleftrightarrow$filter92,486,TCP_tnt.TCP1_col_a_m1,0.0272925,C2C2dof_tnt.At4g38000_col_a_m1,0.0006273730000000001,18.0,102.0,886.0,1141.0,9.472726888968595e-75,2.9299836513986644e-74,TCP1,At4g38000,TCP1$\longleftrightarrow$At4g38000,TCP,C2C2dof,TCP$\longleftrightarrow$C2C2dof
99,filter2$\longleftrightarrow$filter94,488,TCP_tnt.TCP1_col_a_m1,0.0272925,WRKY_tnt.WRKY31_col_a_m1,0.0119128,234.0,114.0,479.0,793.0,1.199121538613672e-46,1.8249455695415846e-46,TCP1,WRKY31,TCP1$\longleftrightarrow$WRKY31,TCP,WRKY,TCP$\longleftrightarrow$WRKY
100,filter2$\longleftrightarrow$filter96,490,TCP_tnt.TCP1_col_a_m1,0.0272925,WRKY_tnt.WRKY7_colamp_a_m1,0.00616182,288.0,360.0,903.0,1421.0,1.292289070478301e-66,3.196041907460039e-66,TCP1,WRKY7,TCP1$\longleftrightarrow$WRKY7,TCP,WRKY,TCP$\longleftrightarrow$WRKY
101,filter2$\longleftrightarrow$filter102,496,TCP_tnt.TCP1_col_a_m1,0.0272925,G2like_tnt.AT2G40260_colamp_a_m1,0.00864337,12.0,300.0,1069.0,1736.0,8.766244469877427e-56,1.6396801589403664e-55,TCP1,AT2G40260,TCP1$\longleftrightarrow$AT2G40260,TCP,G2like,TCP$\longleftrightarrow$G2like
102,filter2$\longleftrightarrow$filter107,501,TCP_tnt.TCP1_col_a_m1,0.0272925,G2like_tnt.AT2G40260_colamp_a_m1,0.000528327,108.0,24.0,987.0,1518.0,5.953482256969305e-69,1.5701146427249678e-68,TCP1,AT2G40260,TCP1$\longleftrightarrow$AT2G40260,TCP,G2like,TCP$\longleftrightarrow$G2like
103,filter2$\longleftrightarrow$filter108,502,TCP_tnt.TCP1_col_a_m1,0.0272925,MYB_tnt.MYB51_col_a_m1,0.018973300000000002,18.0,48.0,768.0,999.0,2.6726106459562457e-70,7.326561758134063e-70,TCP1,MYB51,MYB51$\longleftrightarrow$TCP1,TCP,MYB,MYB$\longleftrightarrow$TCP
104,filter2$\longleftrightarrow$filter113,507,TCP_tnt.TCP1_col_a_m1,0.0272925,MYB_tnt.MYB67_col_a_m1,0.00826775,12.0,78.0,395.0,532.0,4.6171693821297994e-27,5.114705792957767e-27,TCP1,MYB67,TCP1$\longleftrightarrow$MYB67,TCP,MYB,MYB$\longleftrightarrow$TCP
105,filter2$\longleftrightarrow$filter118,512,TCP_tnt.TCP1_col_a_m1,0.0272925,G2like_tnt.AT2G40260_colamp_a_m1,0.00599276,228.0,18.0,954.0,1101.0,1.8756635922745635e-77,6.252532765011718e-77,TCP1,AT2G40260,TCP1$\longleftrightarrow$AT2G40260,TCP,G2like,TCP$\longleftrightarrow$G2like
106,filter2$\longleftrightarrow$filter119,513,TCP_tnt.TCP1_col_a_m1,0.0272925,MYB_tnt.MYB39_colamp_a_m1,0.00134307,354.0,204.0,1004.0,1069.0,6.914199503613263e-99,4.3976068697969024e-98,TCP1,MYB39,TCP1$\longleftrightarrow$MYB39,TCP,MYB,MYB$\longleftrightarrow$TCP
107,filter2$\longleftrightarrow$filter120,514,TCP_tnt.TCP1_col_a_m1,0.0272925,WRKY_tnt.WRKY31_col_a_m1,0.0177348,54.0,102.0,330.0,417.0,7.520498183367664e-24,8.082824929253884e-24,TCP1,WRKY31,TCP1$\longleftrightarrow$WRKY31,TCP,WRKY,TCP$\longleftrightarrow$WRKY
108,filter2$\longleftrightarrow$filter124,518,TCP_tnt.TCP1_col_a_m1,0.0272925,Trihelix_tnt.AT2G33550_col_a_m1,0.00273708,18.0,120.0,373.0,461.0,5.385113216884808e-34,6.500154309354501e-34,TCP1,AT2G33550,TCP1$\longleftrightarrow$AT2G33550,TCP,Trihelix,TCP$\longleftrightarrow$Trihelix
109,filter2$\longleftrightarrow$filter129,523,TCP_tnt.TCP1_col_a_m1,0.0272925,MYB_tnt.MYB51_col_a_m1,0.0122174,48.0,270.0,1125.0,1540.0,5.583947381909942e-112,5.378636937030229e-111,TCP1,MYB51,MYB51$\longleftrightarrow$TCP1,TCP,MYB,MYB$\longleftrightarrow$TCP
110,filter2$\longleftrightarrow$filter130,524,TCP_tnt.TCP1_col_a_m1,0.0272925,NAC_tnt.ANAC042_col_a_m1,0.00291876,126.0,6.0,455.0,438.0,1.7625980677971887e-31,2.0563116621437123e-31,TCP1,ANAC042,TCP1$\longleftrightarrow$ANAC042,TCP,NAC,TCP$\longleftrightarrow$NAC
111,filter2$\longleftrightarrow$filter135,529,TCP_tnt.TCP1_col_a_m1,0.0272925,G2like_tnt.AT2G40260_colamp_a_m1,0.015902200000000002,66.0,30.0,1283.0,1804.0,1.3258378379045833e-56,2.533520127313552e-56,TCP1,AT2G40260,TCP1$\longleftrightarrow$AT2G40260,TCP,G2like,TCP$\longleftrightarrow$G2like
112,filter2$\longleftrightarrow$filter137,531,TCP_tnt.TCP1_col_a_m1,0.0272925,G2like_tnt.AT2G40260_colamp_a_m1,0.00879852,270.0,252.0,539.0,886.0,4.28539696696945e-68,1.1057277241620536e-67,TCP1,AT2G40260,TCP1$\longleftrightarrow$AT2G40260,TCP,G2like,TCP$\longleftrightarrow$G2like
113,filter2$\longleftrightarrow$filter139,533,TCP_tnt.TCP1_col_a_m1,0.0272925,MYB_tnt.MYB51_col_a_m1,0.037427499999999995,78.0,474.0,910.0,1109.0,2.613946353063156e-72,7.568096905459591e-72,TCP1,MYB51,MYB51$\longleftrightarrow$TCP1,TCP,MYB,MYB$\longleftrightarrow$TCP
114,filter2$\longleftrightarrow$filter142,536,TCP_tnt.TCP1_col_a_m1,0.0272925,C2C2dof_tnt.AT5G66940_col_a_m1,0.00714335,180.0,126.0,462.0,990.0,7.195910022021606e-53,1.261006808174629e-52,TCP1,AT5G66940,TCP1$\longleftrightarrow$AT5G66940,TCP,C2C2dof,TCP$\longleftrightarrow$C2C2dof
115,filter2$\longleftrightarrow$filter145,539,TCP_tnt.TCP1_col_a_m1,0.0272925,NAC_tnt.ATAF1_col_a_m1,0.041806,6.0,18.0,468.0,477.0,2.3529787401889758e-35,2.9021932368310916e-35,TCP1,ATAF1,TCP1$\longleftrightarrow$ATAF1,TCP,NAC,TCP$\longleftrightarrow$NAC
116,filter2$\longleftrightarrow$filter165,559,TCP_tnt.TCP1_col_a_m1,0.0272925,WRKY_tnt.WRKY42_colamp_a_m1,0.0108482,48.0,270.0,471.0,587.0,4.288571494948341e-45,6.315242294351624e-45,TCP1,WRKY42,TCP1$\longleftrightarrow$WRKY42,TCP,WRKY,TCP$\longleftrightarrow$WRKY
117,filter2$\longleftrightarrow$filter168,562,TCP_tnt.TCP1_col_a_m1,0.0272925,MYB_tnt.MYB51_col_a_m1,0.000122444,66.0,450.0,1008.0,1569.0,1.776836003981418e-77,5.9306979285215874e-77,TCP1,MYB51,MYB51$\longleftrightarrow$TCP1,TCP,MYB,MYB$\longleftrightarrow$TCP
118,filter2$\longleftrightarrow$filter171,565,TCP_tnt.TCP1_col_a_m1,0.0272925,BZR_tnt.BZR1_col_a_m1,0.00023313099999999997,168.0,78.0,554.0,721.0,9.301755709011487e-56,1.7388435287425587e-55,TCP1,BZR1,TCP1$\longleftrightarrow$BZR1,TCP,BZR,TCP$\longleftrightarrow$BZR
119,filter2$\longleftrightarrow$filter174,568,TCP_tnt.TCP1_col_a_m1,0.0272925,MYBrelated_tnt.AT1G72740_colamp_a_m1,0.0196442,108.0,402.0,369.0,434.0,1.2073139205375176e-43,1.7267844890990094e-43,TCP1,AT1G72740,TCP1$\longleftrightarrow$AT1G72740,TCP,MYBrelated,TCP$\longleftrightarrow$MYBrelated
120,filter2$\longleftrightarrow$filter176,570,TCP_tnt.TCP1_col_a_m1,0.0272925,G2like_tnt.AT2G40260_colamp_a_m1,0.00298049,240.0,30.0,1004.0,1600.0,3.105216257340921e-73,9.24379840730537e-73,TCP1,AT2G40260,TCP1$\longleftrightarrow$AT2G40260,TCP,G2like,TCP$\longleftrightarrow$G2like
121,filter2$\longleftrightarrow$filter179,573,TCP_tnt.TCP1_col_a_m1,0.0272925,G2like_tnt.AT2G40260_colamp_a_m1,0.0140888,6.0,18.0,858.0,1437.0,2.705307583466141e-73,8.069964816244038e-73,TCP1,AT2G40260,TCP1$\longleftrightarrow$AT2G40260,TCP,G2like,TCP$\longleftrightarrow$G2like
122,filter2$\longleftrightarrow$filter182,576,TCP_tnt.TCP1_col_a_m1,0.0272925,C2C2dof_tnt.OBP3_colamp_a_m1,0.047583099999999996,30.0,252.0,700.0,849.0,1.1598612926413923e-74,3.579866421991034e-74,TCP1,OBP3,TCP1$\longleftrightarrow$OBP3,TCP,C2C2dof,TCP$\longleftrightarrow$C2C2dof
123,filter2$\longleftrightarrow$filter184,578,TCP_tnt.TCP1_col_a_m1,0.0272925,MYB_tnt.MYB51_col_a_m1,0.0136838,78.0,444.0,941.0,1579.0,8.245739494910061e-74,2.4871202181258437e-73,TCP1,MYB51,MYB51$\longleftrightarrow$TCP1,TCP,MYB,MYB$\longleftrightarrow$TCP
124,filter2$\longleftrightarrow$filter185,579,TCP_tnt.TCP1_col_a_m1,0.0272925,MYB_tnt.MYB67_col_a_m1,0.0006108590000000001,72.0,30.0,610.0,1005.0,1.400434494437164e-70,3.8717544299396827e-70,TCP1,MYB67,TCP1$\longleftrightarrow$MYB67,TCP,MYB,MYB$\longleftrightarrow$TCP
125,filter2$\longleftrightarrow$filter189,583,TCP_tnt.TCP1_col_a_m1,0.0272925,WRKY_tnt.WRKY6_col_a_m1,0.00227603,6.0,384.0,716.0,1198.0,4.491101030760785e-62,9.899468497659991e-62,TCP1,WRKY6,TCP1$\longleftrightarrow$WRKY6,TCP,WRKY,TCP$\longleftrightarrow$WRKY
126,filter2$\longleftrightarrow$filter195,589,TCP_tnt.TCP1_col_a_m1,0.0272925,AP2EREBP_tnt.AT1G12630_col_a_m1,3.77544e-05,168.0,120.0,585.0,412.0,8.28136931388458e-42,1.1400372164913257e-41,TCP1,AT1G12630,TCP1$\longleftrightarrow$AT1G12630,TCP,AP2EREBP,TCP$\longleftrightarrow$AP2EREBP
127,filter2$\longleftrightarrow$filter198,592,TCP_tnt.TCP1_col_a_m1,0.0272925,MYB_tnt.MYB51_col_a_m1,0.00758776,42.0,144.0,792.0,1253.0,7.873587080861713e-51,1.316553732192988e-50,TCP1,MYB51,MYB51$\longleftrightarrow$TCP1,TCP,MYB,MYB$\longleftrightarrow$TCP
128,filter3$\longleftrightarrow$filter10,600,WRKY_tnt.WRKY31_col_a_m1,0.0319881,C2C2dof_tnt.AT1G69570_colamp_a_m1,0.00711469,42.0,42.0,2114.0,2212.0,3.3692541630586675e-112,3.2818657117529483e-111,WRKY31,AT1G69570,WRKY31$\longleftrightarrow$AT1G69570,WRKY,C2C2dof,WRKY$\longleftrightarrow$C2C2dof
129,filter3$\longleftrightarrow$filter12,602,WRKY_tnt.WRKY31_col_a_m1,0.0319881,G2like_tnt.AT2G40260_colamp_a_m1,0.00018858599999999997,6.0,6.0,1781.0,1363.0,1.1147137543768508e-152,4.068705203475506e-151,WRKY31,AT2G40260,WRKY31$\longleftrightarrow$AT2G40260,WRKY,G2like,WRKY$\longleftrightarrow$G2like
130,filter3$\longleftrightarrow$filter13,603,WRKY_tnt.WRKY31_col_a_m1,0.0319881,TCP_tnt.TCP20_col_a_m1,0.00418335,222.0,504.0,719.0,541.0,2.5985842620897156e-36,3.261785539180232e-36,WRKY31,TCP20,WRKY31$\longleftrightarrow$TCP20,WRKY,TCP,TCP$\longleftrightarrow$WRKY
131,filter3$\longleftrightarrow$filter22,612,WRKY_tnt.WRKY31_col_a_m1,0.0319881,MYB_tnt.MYB39_colamp_a_m1,0.0160901,102.0,312.0,2293.0,2553.0,1.1055321043062177e-121,1.4824854657745092e-120,WRKY31,MYB39,WRKY31$\longleftrightarrow$MYB39,WRKY,MYB,MYB$\longleftrightarrow$WRKY
132,filter3$\longleftrightarrow$filter23,613,WRKY_tnt.WRKY31_col_a_m1,0.0319881,G2like_tnt.AT2G40260_colamp_a_m1,0.0136804,120.0,186.0,1625.0,1795.0,6.213714050877584e-94,3.4039207578879986e-93,WRKY31,AT2G40260,WRKY31$\longleftrightarrow$AT2G40260,WRKY,G2like,WRKY$\longleftrightarrow$G2like
133,filter3$\longleftrightarrow$filter36,626,WRKY_tnt.WRKY31_col_a_m1,0.0319881,C2C2dof_tnt.OBP1_col_a_m1,0.000408049,408.0,390.0,2039.0,1847.0,1.4487460570059282e-170,1.0400555947367419e-168,WRKY31,OBP1,WRKY31$\longleftrightarrow$OBP1,WRKY,C2C2dof,WRKY$\longleftrightarrow$C2C2dof
134,filter3$\longleftrightarrow$filter40,630,WRKY_tnt.WRKY31_col_a_m1,0.0319881,BZR_tnt.BZR1_col_a_m1,0.0264899,12.0,6.0,788.0,487.0,3.6102845108540166e-41,4.910712544126148e-41,WRKY31,BZR1,WRKY31$\longleftrightarrow$BZR1,WRKY,BZR,WRKY$\longleftrightarrow$BZR
135,filter3$\longleftrightarrow$filter42,632,WRKY_tnt.WRKY31_col_a_m1,0.0319881,C2H2_tnt.At5g22890_col_a_m1,0.0437396,138.0,384.0,926.0,948.0,1.3941668157092018e-92,7.334333442641848e-92,WRKY31,At5g22890,WRKY31$\longleftrightarrow$At5g22890,WRKY,C2H2,WRKY$\longleftrightarrow$C2H2
136,filter3$\longleftrightarrow$filter44,634,WRKY_tnt.WRKY31_col_a_m1,0.0319881,G2like_tnt.AT2G40260_colamp_a_m1,0.00290962,66.0,288.0,697.0,919.0,1.640846721096319e-64,3.840958799121883e-64,WRKY31,AT2G40260,WRKY31$\longleftrightarrow$AT2G40260,WRKY,G2like,WRKY$\longleftrightarrow$G2like
137,filter3$\longleftrightarrow$filter46,636,WRKY_tnt.WRKY31_col_a_m1,0.0319881,bHLH_tnt.bHLH157_col_a_m1,0.00733547,252.0,138.0,1252.0,1066.0,1.3572236096609865e-92,7.145771306294513e-92,WRKY31,bHLH157,WRKY31$\longleftrightarrow$bHLH157,WRKY,bHLH,WRKY$\longleftrightarrow$bHLH
138,filter3$\longleftrightarrow$filter50,640,WRKY_tnt.WRKY31_col_a_m1,0.0319881,AP2EREBP_tnt.RAP21_colamp_a_m1,0.00440428,96.0,342.0,1387.0,1283.0,5.7243134041221545e-98,3.5285449892392445e-97,WRKY31,RAP21,WRKY31$\longleftrightarrow$RAP21,WRKY,AP2EREBP,WRKY$\longleftrightarrow$AP2EREBP
139,filter3$\longleftrightarrow$filter62,652,WRKY_tnt.WRKY31_col_a_m1,0.0319881,Trihelix_tnt.AT1G76880_col_a_m1,0.00509108,102.0,84.0,2114.0,1742.0,4.729134560514519e-140,1.1772102390675412e-138,WRKY31,AT1G76880,WRKY31$\longleftrightarrow$AT1G76880,WRKY,Trihelix,WRKY$\longleftrightarrow$Trihelix
140,filter3$\longleftrightarrow$filter63,653,WRKY_tnt.WRKY31_col_a_m1,0.0319881,MYB_tnt.MYB51_col_a_m1,0.00977119,12.0,36.0,711.0,789.0,1.9240170010164954e-72,5.594244106334379e-72,WRKY31,MYB51,MYB51$\longleftrightarrow$WRKY31,WRKY,MYB,MYB$\longleftrightarrow$WRKY
141,filter3$\longleftrightarrow$filter68,658,WRKY_tnt.WRKY31_col_a_m1,0.0319881,G2like_tnt.AT2G40260_colamp_a_m1,0.00817143,144.0,306.0,1768.0,2240.0,2.6117832067159547e-111,2.4880873158406964e-110,WRKY31,AT2G40260,WRKY31$\longleftrightarrow$AT2G40260,WRKY,G2like,WRKY$\longleftrightarrow$G2like
142,filter3$\longleftrightarrow$filter70,660,WRKY_tnt.WRKY31_col_a_m1,0.0319881,AP2EREBP_tnt.ERF7_colamp_a_m1,0.00069329,126.0,204.0,984.0,403.0,1.0680560216975639e-50,1.7804130783756436e-50,WRKY31,ERF7,WRKY31$\longleftrightarrow$ERF7,WRKY,AP2EREBP,WRKY$\longleftrightarrow$AP2EREBP
143,filter3$\longleftrightarrow$filter74,664,WRKY_tnt.WRKY31_col_a_m1,0.0319881,MYB_tnt.MYB39_colamp_a_m1,0.000219562,264.0,414.0,1877.0,1918.0,3.503509981980364e-125,5.2812771120478954e-124,WRKY31,MYB39,WRKY31$\longleftrightarrow$MYB39,WRKY,MYB,MYB$\longleftrightarrow$WRKY
144,filter3$\longleftrightarrow$filter76,666,WRKY_tnt.WRKY31_col_a_m1,0.0319881,REM_tnt.REM19_colamp_a_m1,0.019425099999999997,90.0,84.0,1842.0,2069.0,1.696591992859695e-95,9.664847152660621e-95,WRKY31,REM19,WRKY31$\longleftrightarrow$REM19,WRKY,REM,WRKY$\longleftrightarrow$REM
145,filter3$\longleftrightarrow$filter77,667,WRKY_tnt.WRKY31_col_a_m1,0.0319881,C2C2dof_tnt.AT5G02460_colamp_a_m1,0.011696,12.0,54.0,2014.0,2174.0,2.7980489288437796e-105,2.1784210773754386e-104,WRKY31,AT5G02460,WRKY31$\longleftrightarrow$AT5G02460,WRKY,C2C2dof,WRKY$\longleftrightarrow$C2C2dof
146,filter3$\longleftrightarrow$filter80,670,WRKY_tnt.WRKY31_col_a_m1,0.0319881,G2like_tnt.AT2G40260_colamp_a_m1,0.00308251,6.0,6.0,835.0,818.0,1.67381931590603e-81,6.293289407084189e-81,WRKY31,AT2G40260,WRKY31$\longleftrightarrow$AT2G40260,WRKY,G2like,WRKY$\longleftrightarrow$G2like
147,filter3$\longleftrightarrow$filter82,672,WRKY_tnt.WRKY31_col_a_m1,0.0319881,WRKY_tnt.WRKY7_colamp_a_m1,0.026701599999999995,42.0,414.0,2008.0,2151.0,9.671720950709813e-113,9.630217780346615e-112,WRKY31,WRKY7,WRKY31$\longleftrightarrow$WRKY7,WRKY,WRKY,WRKY$\longleftrightarrow$WRKY
148,filter3$\longleftrightarrow$filter86,676,WRKY_tnt.WRKY31_col_a_m1,0.0319881,NAC_tnt.ATAF1_col_a_m1,0.00480392,252.0,180.0,681.0,588.0,3.916982411943102e-52,6.742253207151763e-52,WRKY31,ATAF1,WRKY31$\longleftrightarrow$ATAF1,WRKY,NAC,WRKY$\longleftrightarrow$NAC
149,filter3$\longleftrightarrow$filter87,677,WRKY_tnt.WRKY31_col_a_m1,0.0319881,WRKY_tnt.WRKY7_colamp_a_m1,0.0009269339999999999,36.0,198.0,1936.0,1803.0,1.4609881464162592e-132,2.8376801157747193e-131,WRKY31,WRKY7,WRKY31$\longleftrightarrow$WRKY7,WRKY,WRKY,WRKY$\longleftrightarrow$WRKY
150,filter3$\longleftrightarrow$filter92,682,WRKY_tnt.WRKY31_col_a_m1,0.0319881,C2C2dof_tnt.At4g38000_col_a_m1,0.0006273730000000001,252.0,240.0,1897.0,1770.0,1.4299094428712686e-143,4.0479832899061586e-142,WRKY31,At4g38000,WRKY31$\longleftrightarrow$At4g38000,WRKY,C2C2dof,WRKY$\longleftrightarrow$C2C2dof
151,filter3$\longleftrightarrow$filter96,686,WRKY_tnt.WRKY31_col_a_m1,0.0319881,WRKY_tnt.WRKY7_colamp_a_m1,0.00616182,12.0,198.0,1989.0,2183.0,3.712013260810511e-107,3.0899359584222795e-106,WRKY31,WRKY7,WRKY31$\longleftrightarrow$WRKY7,WRKY,WRKY,WRKY$\longleftrightarrow$WRKY
152,filter3$\longleftrightarrow$filter102,692,WRKY_tnt.WRKY31_col_a_m1,0.0319881,G2like_tnt.AT2G40260_colamp_a_m1,0.00864337,252.0,234.0,2236.0,2613.0,5.233479034609707e-91,2.6225926176520834e-90,WRKY31,AT2G40260,WRKY31$\longleftrightarrow$AT2G40260,WRKY,G2like,WRKY$\longleftrightarrow$G2like
153,filter3$\longleftrightarrow$filter107,697,WRKY_tnt.WRKY31_col_a_m1,0.0319881,G2like_tnt.AT2G40260_colamp_a_m1,0.000528327,162.0,234.0,2130.0,2279.0,2.1367803970894336e-112,2.0986639818427902e-111,WRKY31,AT2G40260,WRKY31$\longleftrightarrow$AT2G40260,WRKY,G2like,WRKY$\longleftrightarrow$G2like
